Time,{},{}
2025-08-18 09:38:05,,23415305.816254195
2025-08-18 09:38:10,,23415305.816254195
2025-08-18 09:38:15,,23415305.816254195
2025-08-18 09:38:20,,23415305.816254195
2025-08-18 09:38:25,,20460506.606894862
2025-08-18 09:38:30,,20460506.606894862
2025-08-18 09:38:35,,20460506.606894862
2025-08-18 09:38:40,,20460506.606894862
2025-08-18 09:38:45,,20460506.606894862
2025-08-18 09:38:50,,19332594.150003813
2025-08-18 09:38:55,,20838474.769884635
2025-08-18 09:39:00,,24685708.09000646
2025-08-18 09:39:05,,24685708.09000646
2025-08-18 09:39:10,,24685708.09000646
2025-08-18 09:39:15,,24685708.09000646
2025-08-18 09:39:20,,21470330.84726624
2025-08-18 09:39:25,,21470330.84726624
2025-08-18 09:39:30,,18850102.111512337
