Time,"{pod=""myminio-pool-0-0""}","{pod=""myminio-pool-0-0""}","{pod=""myminio-pool-0-0""}","{pod=""myminio-pool-0-0""}","{pod=""myminio-pool-0-0""}"
2025-07-23 12:36:15,,,,177109.93996389746,
2025-07-23 12:36:20,,,,199553.1013264447,
2025-07-23 12:36:25,,,,186901.55942303647,
2025-07-23 12:36:30,,,,201084.60679821402,
2025-07-23 12:36:35,,,,201084.60679821402,
2025-07-23 12:36:40,,,,201084.60679821402,
2025-07-23 12:36:45,,,,201084.60679821402,
2025-07-23 12:36:50,,,,228662.07543383256,
2025-07-23 12:36:55,,,,236347.9547730649,
2025-07-23 12:37:00,,,,236347.9547730649,
2025-07-23 12:37:05,,,,236347.9547730649,
2025-07-23 12:37:10,,,,236347.9547730649,
2025-07-23 12:37:15,,,,236347.9547730649,
2025-07-23 12:37:20,,,,236347.9547730649,
2025-07-23 12:37:25,,,,249448.00715620824,
2025-07-23 12:37:30,,,,259665.8280723407,
2025-07-23 12:37:35,,,,259665.8280723407,
2025-07-23 12:37:40,,,,426525.12722202856,
2025-07-23 12:37:45,,,,426525.12722202856,
2025-07-23 12:37:50,,,,426525.12722202856,
2025-07-23 12:37:55,,,,455097.05095645564,
2025-07-23 12:38:00,,,,485069.7822871938,
2025-07-23 12:38:05,,,,485069.7822871938,
2025-07-23 12:38:10,,,,485069.7822871938,
2025-07-23 12:38:15,,,,450749.20880788815,
2025-07-23 12:38:20,,,,450232.7515180048,
2025-07-23 12:38:25,,,,450232.7515180048,
2025-07-23 12:38:30,,,,498661.25388254045,
2025-07-23 12:38:35,,,,498661.25388254045,
2025-07-23 12:38:40,,,,498661.25388254045,
2025-07-23 12:38:45,,,,498661.25388254045,
2025-07-23 12:38:50,,,,474558.8641150411,
2025-07-23 12:38:55,,,,474558.8641150411,
2025-07-23 12:39:00,,,,517890.8005227716,
2025-07-23 12:39:05,,,,517890.8005227716,
2025-07-23 12:39:10,,,,517890.8005227716,
2025-07-23 12:39:15,,,,517890.8005227716,
2025-07-23 12:39:20,,,,485413.3717312733,
2025-07-23 12:39:25,,,,510015.03083926596,
2025-07-23 12:39:30,,,,510015.03083926596,
2025-07-23 12:39:35,,,,510015.03083926596,
2025-07-23 12:39:40,,,,510015.03083926596,
2025-07-23 12:39:45,,,,510015.03083926596,
2025-07-23 12:39:50,,,,510015.03083926596,
2025-07-23 12:39:55,,,,716388.7737414716,
2025-07-23 12:40:00,,,,716388.7737414716,
2025-07-23 13:09:00,,,,,74148.14937514953
2025-07-23 13:09:05,,,,,74148.14937514953
2025-07-23 13:09:10,,,,,74148.14937514953
2025-07-23 13:09:15,,,,,74148.14937514953
2025-07-23 13:09:20,,,,,74148.14937514953
2025-07-23 13:09:25,,,,,52764.68457666703
2025-07-23 13:09:30,,,,,90521.62120443671
2025-07-23 13:09:35,,,,,90521.62120443671
2025-07-23 13:09:40,,,,,90521.62120443671
2025-07-23 13:09:45,,,,,264301.8589982987
2025-07-23 13:09:50,,,,,264301.8589982987
2025-07-23 13:09:55,,,,,279575.6187856218
2025-07-23 13:10:00,,,,,279575.6187856218
2025-07-23 13:10:05,,,,,279575.6187856218
2025-07-23 13:10:10,,,,,279575.6187856218
2025-07-23 13:10:15,,,,,312901.48995419
2025-07-23 13:10:20,,,,,291103.2728443417
2025-07-23 13:10:25,,,,,285888.2480117718
2025-07-23 13:10:30,,,,,333190.14222589484
2025-07-23 13:10:35,,,,,333190.14222589484
2025-07-23 13:10:40,,,,,333190.14222589484
2025-07-23 13:10:45,,,,,397955.5532142266
2025-07-23 13:10:50,,,,,397955.5532142266
2025-07-23 13:10:55,,,,,397955.5532142266
2025-07-23 13:11:00,,,,,397955.5532142266
2025-07-23 13:11:05,,,,,397955.5532142266
2025-07-23 13:11:10,,,,,397955.5532142266
2025-07-23 13:11:15,,,,,373740.2525830322
2025-07-23 13:11:20,,,,,461399.6432192887
2025-07-23 13:11:25,,,,,461399.6432192887
2025-07-23 13:11:30,,,,,461399.6432192887
2025-07-23 13:11:35,,,,,461399.6432192887
2025-07-23 13:11:40,,,,,461399.6432192887
2025-07-23 13:11:45,,,,,461399.6432192887
2025-07-23 13:11:50,,,,,666096.561727623
2025-07-23 13:11:55,,,,,734900.0033598512
2025-07-23 13:12:00,,,,,734900.0033598512
2025-07-23 13:12:05,,,,,734900.0033598512
2025-07-23 13:12:10,,,,,734900.0033598512
2025-07-23 13:12:15,,,,,734900.0033598512
2025-07-23 13:12:20,,,,,737723.6325
2025-07-23 13:12:25,,,,,804978.7904972449
2025-07-23 13:12:30,,,,,804978.7904972449
2025-07-23 13:12:35,,,,,804978.7904972449
2025-07-23 13:12:40,,,,,804978.7904972449
2025-07-23 13:12:45,,,,,804978.7904972449
2025-07-23 13:12:50,,,,,804978.7904972449
2025-07-23 13:12:55,,,,,860800.944336759
2025-07-23 13:13:00,,,,,860800.944336759
2025-07-23 13:13:05,,,,,860800.944336759
2025-07-23 13:13:10,,,,,860800.944336759
2025-07-23 13:13:15,,,,,860800.944336759
2025-07-23 13:13:20,,,,,838740.3448767279
2025-07-23 13:13:25,,,,,897571.136111503
2025-07-23 13:13:30,,,,,897571.136111503
2025-07-23 13:13:35,,,,,897571.136111503
2025-07-23 13:13:40,,,,,897571.136111503
2025-07-23 13:13:45,,,,,1108912.7477639134
2025-07-23 13:13:50,,,,,1108912.7477639134
2025-07-23 13:13:55,,,,,1129947.0079169804
2025-07-23 13:14:00,,,,,1199685.8576419451
2025-07-23 13:20:00,,,136267.38418884054,,
2025-07-23 13:20:05,,,136267.38418884054,,
2025-07-23 13:20:10,,,136267.38418884054,,
2025-07-23 13:20:15,,,128151.85394997026,,
2025-07-23 13:20:20,,,125880.73088015629,,
2025-07-23 13:20:25,,,243894.46270917216,,
2025-07-23 13:20:30,,,243894.46270917216,,
2025-07-23 13:20:35,,,243894.46270917216,,
2025-07-23 13:20:40,,,243894.46270917216,,
2025-07-23 13:20:45,,,243894.46270917216,,
2025-07-23 13:20:50,,,243894.46270917216,,
2025-07-23 13:20:55,,,246497.2707422704,,
2025-07-23 13:21:00,,,257694.7841880263,,
2025-07-23 13:21:05,,,257694.7841880263,,
2025-07-23 13:21:10,,,257694.7841880263,,
2025-07-23 13:21:15,,,257694.7841880263,,
2025-07-23 13:21:20,,,257694.7841880263,,
2025-07-23 13:21:25,,,257694.7841880263,,
2025-07-23 13:21:30,,,238298.73492937392,,
2025-07-23 13:21:35,,,238298.73492937392,,
2025-07-23 13:21:40,,,238298.73492937392,,
2025-07-23 13:21:45,,,238298.73492937392,,
2025-07-23 13:21:50,,,238298.73492937392,,
2025-07-23 13:21:55,,,263720.78114532796,,
2025-07-23 13:22:00,,,263862.36583346647,,
2025-07-23 13:22:05,,,263862.36583346647,,
2025-07-23 13:22:10,,,263862.36583346647,,
2025-07-23 13:22:15,,,263862.36583346647,,
2025-07-23 13:22:20,,,263862.36583346647,,
2025-07-23 13:22:25,,,445210.3071898724,,
2025-07-23 13:22:30,,,445210.3071898724,,
2025-07-23 13:22:35,,,445210.3071898724,,
2025-07-23 13:22:40,,,445210.3071898724,,
2025-07-23 13:22:45,,,445210.3071898724,,
2025-07-23 13:22:50,,,483729.8739794632,,
2025-07-23 13:22:55,,,514926.02345282305,,
2025-07-23 13:23:00,,,479351.9157522279,,
2025-07-23 13:23:05,,,479351.9157522279,,
2025-07-23 13:23:10,,,479351.9157522279,,
2025-07-23 13:23:15,,,479351.9157522279,,
2025-07-23 13:23:20,,,479351.9157522279,,
2025-07-23 13:23:25,,,507580.85312090546,,
2025-07-23 13:23:30,,,507580.85312090546,,
2025-07-23 13:23:35,,,507580.85312090546,,
2025-07-23 13:23:40,,,507580.85312090546,,
2025-07-23 13:23:45,,,507580.85312090546,,
2025-07-23 13:23:50,,,507580.85312090546,,
2025-07-23 13:23:55,,,489424.00417589146,,
2025-07-23 13:24:00,,,489424.00417589146,,
2025-07-23 13:24:05,,,489424.00417589146,,
2025-07-23 13:24:10,,,489424.00417589146,,
2025-07-23 13:24:15,,,513440.80413996807,,
2025-07-23 13:24:20,,,712484.5481943098,,
2025-07-23 13:24:25,,,712484.5481943098,,
2025-07-23 13:24:30,,,712484.5481943098,,
2025-07-23 13:24:35,,,712484.5481943098,,
2025-07-23 13:24:40,,,712484.5481943098,,
2025-07-23 13:24:45,,,607287.4655120686,,
2025-07-23 13:24:50,,,618260.7774089699,,
2025-07-23 13:24:55,,,658398.7138140801,,
2025-07-23 13:25:00,,,658398.7138140801,,
2025-07-23 13:30:00,36489.69007793964,,,,
2025-07-23 13:30:05,36489.69007793964,,,,
2025-07-23 13:30:10,36489.69007793964,,,,
2025-07-23 13:30:15,36489.69007793964,,,,
2025-07-23 13:30:20,28440.602858664046,,,,
2025-07-23 13:30:25,28440.602858664046,,,,
2025-07-23 13:30:30,79458.85956627753,,,,
2025-07-23 13:30:35,79458.85956627753,,,,
2025-07-23 13:30:40,79458.85956627753,,,,
2025-07-23 13:30:45,79458.85956627753,,,,
2025-07-23 13:30:50,89184.18862915895,,,,
2025-07-23 13:30:55,89184.18862915895,,,,
2025-07-23 13:31:00,107610.70347560997,,,,
2025-07-23 13:31:05,107610.70347560997,,,,
2025-07-23 13:31:10,107610.70347560997,,,,
2025-07-23 13:31:15,107610.70347560997,,,,
2025-07-23 13:31:20,114616.48142407433,,,,
2025-07-23 13:31:25,122038.26386570554,,,,
2025-07-23 13:31:30,229852.35895804307,,,,
2025-07-23 13:31:35,229852.35895804307,,,,
2025-07-23 13:31:40,229852.35895804307,,,,
2025-07-23 13:31:45,229852.35895804307,,,,
2025-07-23 13:31:50,229852.35895804307,,,,
2025-07-23 13:31:55,249821.09958266403,,,,
2025-07-23 13:32:00,250904.63526514004,,,,
2025-07-23 13:32:05,250904.63526514004,,,,
2025-07-23 13:32:10,250904.63526514004,,,,
2025-07-23 13:32:15,250904.63526514004,,,,
2025-07-23 13:32:20,262919.4608527146,,,,
2025-07-23 13:32:25,262919.4608527146,,,,
2025-07-23 13:32:30,262919.4608527146,,,,
2025-07-23 13:32:35,262919.4608527146,,,,
2025-07-23 13:32:40,262919.4608527146,,,,
2025-07-23 13:32:45,262919.4608527146,,,,
2025-07-23 13:32:50,289817.57247388706,,,,
2025-07-23 13:32:55,289817.57247388706,,,,
2025-07-23 13:33:00,289817.57247388706,,,,
2025-07-23 13:33:05,289817.57247388706,,,,
2025-07-23 13:33:10,289817.57247388706,,,,
2025-07-23 13:33:15,290579.4338788147,,,,
2025-07-23 13:33:20,325540.5481709829,,,,
2025-07-23 13:33:25,325540.5481709829,,,,
2025-07-23 13:33:30,325540.5481709829,,,,
2025-07-23 13:33:35,325540.5481709829,,,,
2025-07-23 13:33:40,325540.5481709829,,,,
2025-07-23 13:33:45,304590.44647872605,,,,
2025-07-23 13:33:50,338063.146620623,,,,
2025-07-23 13:33:55,331930.1202449977,,,,
2025-07-23 13:34:00,530080.4856473728,,,,
2025-07-23 13:34:05,530080.4856473728,,,,
2025-07-23 13:34:10,530080.4856473728,,,,
2025-07-23 13:34:15,496585.8209208658,,,,
2025-07-23 13:34:20,533474.7950561951,,,,
2025-07-23 13:34:25,533474.7950561951,,,,
2025-07-23 13:34:30,533474.7950561951,,,,
2025-07-23 13:34:35,533474.7950561951,,,,
2025-07-23 13:34:40,533474.7950561951,,,,
2025-07-23 13:34:45,533474.7950561951,,,,
2025-07-23 13:34:50,495319.19583934534,,,,
2025-07-23 13:34:55,496093.1179854227,,,,
2025-07-23 13:35:00,496093.1179854227,,,,
